round,year,quarter,forecaster,target,point
2009Q2,2009,2,101,2010Mar,2.2
2009Q2,2009,2,102,2010Mar,0.56
2009Q2,2009,2,103,2010Mar,1.5
2009Q2,2009,2,107,2010Mar,
2009Q2,2009,2,108,2010Mar,2.3134
2009Q3,2009,3,1,2010Jun,1.8
2009Q3,2009,3,7,2010Jun,0.6
2009Q3,2009,3,8,2010Jun,1.1
2009Q3,2009,3,14,2010Jun,1.6
2009Q3,2009,3,15,2010Jun,1.5
2009Q3,2009,3,16,2010Jun,1.3
2009Q3,2009,3,19,2010Jun,0.9
2009Q3,2009,3,20,2010Jun,1.2
2009Q3,2009,3,22,2010Jun,0.8
2009Q3,2009,3,23,2010Jun,1.5
2009Q3,2009,3,24,2010Jun,0.7
2009Q3,2009,3,29,2010Jun,
2009Q3,2009,3,30,2010Jun,0.2
2009Q3,2009,3,31,2010Jun,2.5
2009Q3,2009,3,32,2010Jun,-0.1
2009Q3,2009,3,33,2010Jun,0.8
2009Q3,2009,3,35,2010Jun,
2009Q3,2009,3,36,2010Jun,
2009Q3,2009,3,37,2010Jun,0.8
2009Q3,2009,3,38,2010Jun,1.2
2009Q3,2009,3,39,2010Jun,1.5
2009Q3,2009,3,40,2010Jun,
2009Q3,2009,3,41,2010Jun,0.9
2009Q3,2009,3,42,2010Jun,1.5
2009Q3,2009,3,47,2010Jun,0.8
2009Q3,2009,3,48,2010Jun,1.0
2009Q3,2009,3,52,2010Jun,1.1
2009Q3,2009,3,54,2010Jun,1.6
2009Q3,2009,3,57,2010Jun,
2009Q3,2009,3,63,2010Jun,1.5
2009Q3,2009,3,70,2010Jun,1.1
2009Q3,2009,3,72,2010Jun,1.2
2009Q3,2009,3,73,2010Jun,
2009Q3,2009,3,80,2010Jun,0.66
2009Q3,2009,3,82,2010Jun,1.4
2009Q3,2009,3,84,2010Jun,
2009Q3,2009,3,85,2010Jun,0.4
2009Q3,2009,3,88,2010Jun,1.3
2009Q3,2009,3,89,2010Jun,1.2
2009Q3,2009,3,90,2010Jun,1.3
2009Q3,2009,3,93,2010Jun,2.1
2009Q3,2009,3,94,2010Jun,0.8
2009Q3,2009,3,95,2010Jun,1.8
2009Q3,2009,3,96,2010Jun,1.7
2009Q3,2009,3,97,2010Jun,1.3
2009Q3,2009,3,98,2010Jun,0.8
2009Q3,2009,3,99,2010Jun,1.1
2009Q3,2009,3,101,2010Jun,1.6
2009Q3,2009,3,103,2010Jun,1.8
2009Q3,2009,3,104,2010Jun,1.2
2009Q3,2009,3,105,2010Jun,1.56
2009Q3,2009,3,106,2010Jun,0.6
2009Q3,2009,3,107,2010Jun,1.5
2009Q3,2009,3,108,2010Jun,2.2
2009Q4,2009,4,1,2010Sep,1.2
2009Q4,2009,4,3,2010Sep,0.9
2009Q4,2009,4,4,2010Sep,1.2
2009Q4,2009,4,5,2010Sep,1.4
2009Q4,2009,4,7,2010Sep,0.7
2009Q4,2009,4,8,2010Sep,1.4
2009Q4,2009,4,10,2010Sep,1.6
2009Q4,2009,4,14,2010Sep,1.0
2009Q4,2009,4,15,2010Sep,1.5
2009Q4,2009,4,16,2010Sep,1.2
2009Q4,2009,4,20,2010Sep,1.1
2009Q4,2009,4,22,2010Sep,1.5
2009Q4,2009,4,23,2010Sep,1.3
2009Q4,2009,4,29,2010Sep,1.3
2009Q4,2009,4,31,2010Sep,1.2
2009Q4,2009,4,33,2010Sep,1.2
2009Q4,2009,4,35,2010Sep,
2009Q4,2009,4,37,2010Sep,1.3
2009Q4,2009,4,38,2010Sep,1.3
2009Q4,2009,4,39,2010Sep,1.8
2009Q4,2009,4,40,2010Sep,
2009Q4,2009,4,41,2010Sep,1.3
2009Q4,2009,4,42,2010Sep,1.5
2009Q4,2009,4,48,2010Sep,1.3
2009Q4,2009,4,49,2010Sep,1.2
2009Q4,2009,4,50,2010Sep,1.2
2009Q4,2009,4,52,2010Sep,0.9
2009Q4,2009,4,54,2010Sep,1.8
2009Q4,2009,4,57,2010Sep,
2009Q4,2009,4,58,2010Sep,
2009Q4,2009,4,59,2010Sep,1.2
2009Q4,2009,4,61,2010Sep,
2009Q4,2009,4,63,2010Sep,1.2
2009Q4,2009,4,65,2010Sep,1.4
2009Q4,2009,4,68,2010Sep,
2009Q4,2009,4,70,2010Sep,0.8
2009Q4,2009,4,73,2010Sep,1.2
2009Q4,2009,4,82,2010Sep,1.3
2009Q4,2009,4,84,2010Sep,
2009Q4,2009,4,88,2010Sep,1.5
2009Q4,2009,4,89,2010Sep,1.35
2009Q4,2009,4,90,2010Sep,1.6
2009Q4,2009,4,91,2010Sep,2.1
2009Q4,2009,4,93,2010Sep,1.7
2009Q4,2009,4,94,2010Sep,0.4
2009Q4,2009,4,95,2010Sep,1.53538602
2009Q4,2009,4,96,2010Sep,1.7
2009Q4,2009,4,97,2010Sep,0.9
2009Q4,2009,4,98,2010Sep,0.9
2009Q4,2009,4,99,2010Sep,
2009Q4,2009,4,101,2010Sep,1.0
2009Q4,2009,4,102,2010Sep,1.5
2009Q4,2009,4,103,2010Sep,1.7
2009Q4,2009,4,104,2010Sep,1.2
2009Q4,2009,4,106,2010Sep,1.0
2009Q4,2009,4,107,2010Sep,1.6
2009Q4,2009,4,108,2010Sep,1.2
2010Q1,2010,1,1,2010Dec,1.4
2010Q1,2010,1,2,2010Dec,1.7
2010Q1,2010,1,4,2010Dec,1.5
2010Q1,2010,1,7,2010Dec,0.6
2010Q1,2010,1,8,2010Dec,1.6
2010Q1,2010,1,10,2010Dec,1.3
2010Q1,2010,1,11,2010Dec,1.6
2010Q1,2010,1,14,2010Dec,0.7
2010Q1,2010,1,15,2010Dec,1.4
2010Q1,2010,1,16,2010Dec,1.3
2010Q1,2010,1,18,2010Dec,1.1
2010Q1,2010,1,20,2010Dec,1.2
2010Q1,2010,1,22,2010Dec,1.5
2010Q1,2010,1,23,2010Dec,1.3
2010Q1,2010,1,24,2010Dec,1.4
2010Q1,2010,1,26,2010Dec,1.2
2010Q1,2010,1,29,2010Dec,1.6
2010Q1,2010,1,30,2010Dec,1.0
2010Q1,2010,1,31,2010Dec,1.6
2010Q1,2010,1,32,2010Dec,
2010Q1,2010,1,33,2010Dec,1.2
2010Q1,2010,1,35,2010Dec,
2010Q1,2010,1,36,2010Dec,1.7
2010Q1,2010,1,37,2010Dec,1.56
2010Q1,2010,1,38,2010Dec,1.5
2010Q1,2010,1,39,2010Dec,1.6
2010Q1,2010,1,41,2010Dec,1.4
2010Q1,2010,1,42,2010Dec,1.7
2010Q1,2010,1,47,2010Dec,0.9
2010Q1,2010,1,48,2010Dec,1.1
2010Q1,2010,1,52,2010Dec,1.4
2010Q1,2010,1,54,2010Dec,1.6
2010Q1,2010,1,56,2010Dec,1.56
2010Q1,2010,1,57,2010Dec,
2010Q1,2010,1,58,2010Dec,
2010Q1,2010,1,59,2010Dec,1.29
2010Q1,2010,1,61,2010Dec,
2010Q1,2010,1,65,2010Dec,1.7
2010Q1,2010,1,67,2010Dec,
2010Q1,2010,1,68,2010Dec,0.3
2010Q1,2010,1,70,2010Dec,0.4
2010Q1,2010,1,73,2010Dec,0.7
2010Q1,2010,1,80,2010Dec,1.2
2010Q1,2010,1,82,2010Dec,1.4
2010Q1,2010,1,84,2010Dec,
2010Q1,2010,1,85,2010Dec,1.6
2010Q1,2010,1,88,2010Dec,1.6
2010Q1,2010,1,89,2010Dec,1.7
2010Q1,2010,1,90,2010Dec,1.5
2010Q1,2010,1,93,2010Dec,2.3
2010Q1,2010,1,94,2010Dec,1.3
2010Q1,2010,1,95,2010Dec,1.83818067
2010Q1,2010,1,96,2010Dec,1.8
2010Q1,2010,1,97,2010Dec,1.1
2010Q1,2010,1,98,2010Dec,1.3
2010Q1,2010,1,99,2010Dec,
2010Q1,2010,1,101,2010Dec,1.8
2010Q1,2010,1,102,2010Dec,1.1
2010Q1,2010,1,105,2010Dec,1.04
2010Q1,2010,1,107,2010Dec,1.9
2010Q1,2010,1,108,2010Dec,1.79222
2010Q2,2010,2,1,2011Mar,1.5
2010Q2,2010,2,2,2011Mar,1.7
2010Q2,2010,2,3,2011Mar,1.0
2010Q2,2010,2,4,2011Mar,1.6
2010Q2,2010,2,5,2011Mar,1.6
2010Q2,2010,2,7,2011Mar,1.5
2010Q2,2010,2,8,2011Mar,1.6
2010Q2,2010,2,10,2011Mar,1.3
2010Q2,2010,2,14,2011Mar,1.1
2010Q2,2010,2,15,2011Mar,1.6
2010Q2,2010,2,16,2011Mar,1.8
2010Q2,2010,2,22,2011Mar,1.7
2010Q2,2010,2,24,2011Mar,1.0
2010Q2,2010,2,29,2011Mar,2.0
2010Q2,2010,2,30,2011Mar,1.2
2010Q2,2010,2,31,2011Mar,1.9
2010Q2,2010,2,32,2011Mar,
2010Q2,2010,2,35,2011Mar,
2010Q2,2010,2,36,2011Mar,1.4
2010Q2,2010,2,37,2011Mar,1.3
2010Q2,2010,2,38,2011Mar,1.3
2010Q2,2010,2,39,2011Mar,1.4
2010Q2,2010,2,41,2011Mar,1.6
2010Q2,2010,2,42,2011Mar,1.6
2010Q2,2010,2,47,2011Mar,1.2
2010Q2,2010,2,48,2011Mar,1.5
2010Q2,2010,2,52,2011Mar,1.1
2010Q2,2010,2,54,2011Mar,1.6
2010Q2,2010,2,56,2011Mar,1.4
2010Q2,2010,2,58,2011Mar,
2010Q2,2010,2,59,2011Mar,
2010Q2,2010,2,61,2011Mar,
2010Q2,2010,2,67,2011Mar,
2010Q2,2010,2,68,2011Mar,
2010Q2,2010,2,70,2011Mar,0.4
2010Q2,2010,2,73,2011Mar,
2010Q2,2010,2,80,2011Mar,
2010Q2,2010,2,82,2011Mar,1.5
2010Q2,2010,2,89,2011Mar,1.7
2010Q2,2010,2,90,2011Mar,1.5
2010Q2,2010,2,93,2011Mar,2.0
2010Q2,2010,2,94,2011Mar,1.1
2010Q2,2010,2,95,2011Mar,1.622172
2010Q2,2010,2,96,2011Mar,1.3
2010Q2,2010,2,97,2011Mar,1.1
2010Q2,2010,2,98,2011Mar,1.0
2010Q2,2010,2,99,2011Mar,
2010Q2,2010,2,101,2011Mar,1.7
2010Q2,2010,2,102,2011Mar,0.8
2010Q2,2010,2,105,2011Mar,1.26
2010Q2,2010,2,106,2011Mar,1.5
2010Q2,2010,2,107,2011Mar,1.4
2010Q2,2010,2,108,2011Mar,1.756
2010Q2,2010,2,109,2011Mar,1.78
2010Q3,2010,3,4,2011Jun,1.4
2010Q3,2010,3,5,2011Jun,1.7
2010Q3,2010,3,7,2011Jun,1.5
2010Q3,2010,3,8,2011Jun,1.5
2010Q3,2010,3,10,2011Jun,1.4
2010Q3,2010,3,14,2011Jun,1.2
2010Q3,2010,3,15,2011Jun,1.6
2010Q3,2010,3,16,2011Jun,1.7
2010Q3,2010,3,20,2011Jun,1.5
2010Q3,2010,3,22,2011Jun,1.6
2010Q3,2010,3,23,2011Jun,1.6
2010Q3,2010,3,24,2011Jun,1.5
2010Q3,2010,3,29,2011Jun,1.4
2010Q3,2010,3,30,2011Jun,1.2
2010Q3,2010,3,31,2011Jun,1.7
2010Q3,2010,3,32,2011Jun,
2010Q3,2010,3,33,2011Jun,2.0
2010Q3,2010,3,35,2011Jun,
2010Q3,2010,3,36,2011Jun,1.8
2010Q3,2010,3,37,2011Jun,1.4
2010Q3,2010,3,38,2011Jun,1.5
2010Q3,2010,3,39,2011Jun,1.6
2010Q3,2010,3,41,2011Jun,1.6
2010Q3,2010,3,45,2011Jun,
2010Q3,2010,3,47,2011Jun,1.5
2010Q3,2010,3,48,2011Jun,1.5
2010Q3,2010,3,49,2011Jun,
2010Q3,2010,3,52,2011Jun,1.3
2010Q3,2010,3,54,2011Jun,1.3
2010Q3,2010,3,57,2011Jun,
2010Q3,2010,3,70,2011Jun,0.6
2010Q3,2010,3,73,2011Jun,
2010Q3,2010,3,80,2011Jun,
2010Q3,2010,3,82,2011Jun,
2010Q3,2010,3,84,2011Jun,
2010Q3,2010,3,85,2011Jun,1.14
2010Q3,2010,3,88,2011Jun,1.6
2010Q3,2010,3,89,2011Jun,1.8
2010Q3,2010,3,90,2011Jun,1.5
2010Q3,2010,3,93,2011Jun,1.8
2010Q3,2010,3,94,2011Jun,0.7
2010Q3,2010,3,95,2011Jun,1.4898
2010Q3,2010,3,96,2011Jun,1.3
2010Q3,2010,3,97,2011Jun,1.6
2010Q3,2010,3,98,2011Jun,1.1
2010Q3,2010,3,99,2011Jun,
2010Q3,2010,3,101,2011Jun,1.9
2010Q3,2010,3,102,2011Jun,1.2
2010Q3,2010,3,103,2011Jun,1.8
2010Q3,2010,3,104,2011Jun,1.3
2010Q3,2010,3,105,2011Jun,1.4
2010Q3,2010,3,106,2011Jun,1.5
2010Q3,2010,3,107,2011Jun,1.6903
2010Q3,2010,3,108,2011Jun,1.7
2010Q3,2010,3,109,2011Jun,1.6
2010Q4,2010,4,1,2011Sep,1.6
2010Q4,2010,4,2,2011Sep,1.8
2010Q4,2010,4,3,2011Sep,1.6
2010Q4,2010,4,4,2011Sep,1.4
2010Q4,2010,4,5,2011Sep,1.6
2010Q4,2010,4,7,2011Sep,1.4
2010Q4,2010,4,8,2011Sep,1.8
2010Q4,2010,4,14,2011Sep,1.8
2010Q4,2010,4,15,2011Sep,1.6
2010Q4,2010,4,16,2011Sep,2.0
2010Q4,2010,4,20,2011Sep,1.7
2010Q4,2010,4,22,2011Sep,1.7
2010Q4,2010,4,23,2011Sep,1.9
2010Q4,2010,4,24,2011Sep,1.7
2010Q4,2010,4,26,2011Sep,1.6
2010Q4,2010,4,28,2011Sep,1.5
2010Q4,2010,4,29,2011Sep,1.3
2010Q4,2010,4,30,2011Sep,1.2
2010Q4,2010,4,31,2011Sep,1.2
2010Q4,2010,4,32,2011Sep,
2010Q4,2010,4,33,2011Sep,1.5
2010Q4,2010,4,35,2011Sep,
2010Q4,2010,4,37,2011Sep,1.7
2010Q4,2010,4,38,2011Sep,1.5
2010Q4,2010,4,39,2011Sep,1.7
2010Q4,2010,4,41,2011Sep,1.7
2010Q4,2010,4,42,2011Sep,1.8
2010Q4,2010,4,47,2011Sep,1.4
2010Q4,2010,4,48,2011Sep,1.1
2010Q4,2010,4,52,2011Sep,1.6
2010Q4,2010,4,54,2011Sep,1.6
2010Q4,2010,4,56,2011Sep,1.4
2010Q4,2010,4,57,2011Sep,
2010Q4,2010,4,58,2011Sep,
2010Q4,2010,4,61,2011Sep,
2010Q4,2010,4,65,2011Sep,1.1
2010Q4,2010,4,67,2011Sep,
2010Q4,2010,4,68,2011Sep,
2010Q4,2010,4,70,2011Sep,0.7
2010Q4,2010,4,73,2011Sep,
2010Q4,2010,4,80,2011Sep,
2010Q4,2010,4,82,2011Sep,1.6
2010Q4,2010,4,84,2011Sep,
2010Q4,2010,4,85,2011Sep,1.7
2010Q4,2010,4,89,2011Sep,1.6
2010Q4,2010,4,93,2011Sep,1.8
2010Q4,2010,4,94,2011Sep,0.9
2010Q4,2010,4,95,2011Sep,1.691
2010Q4,2010,4,96,2011Sep,1.8
2010Q4,2010,4,97,2011Sep,1.8
2010Q4,2010,4,98,2011Sep,1.2
2010Q4,2010,4,99,2011Sep,
2010Q4,2010,4,101,2011Sep,1.5
2010Q4,2010,4,102,2011Sep,1.0
2010Q4,2010,4,103,2011Sep,1.9
2010Q4,2010,4,104,2011Sep,1.7
2010Q4,2010,4,105,2011Sep,1.4
2010Q4,2010,4,107,2011Sep,1.8
2010Q4,2010,4,108,2011Sep,1.74234
2010Q4,2010,4,109,2011Sep,1.66
2010Q4,2010,4,110,2011Sep,1.4
2011Q1,2011,1,2,2011Dec,1.9
2011Q1,2011,1,3,2011Dec,1.8
2011Q1,2011,1,4,2011Dec,2.0
2011Q1,2011,1,5,2011Dec,1.8
2011Q1,2011,1,7,2011Dec,1.0
2011Q1,2011,1,8,2011Dec,1.9
2011Q1,2011,1,14,2011Dec,1.7
2011Q1,2011,1,15,2011Dec,1.8
2011Q1,2011,1,16,2011Dec,2.0
2011Q1,2011,1,19,2011Dec,
2011Q1,2011,1,20,2011Dec,1.9
2011Q1,2011,1,22,2011Dec,1.7
2011Q1,2011,1,23,2011Dec,1.9
2011Q1,2011,1,24,2011Dec,2.2
2011Q1,2011,1,26,2011Dec,1.9
2011Q1,2011,1,29,2011Dec,1.5
2011Q1,2011,1,30,2011Dec,1.3
2011Q1,2011,1,31,2011Dec,1.6
2011Q1,2011,1,32,2011Dec,
2011Q1,2011,1,33,2011Dec,2.3
2011Q1,2011,1,36,2011Dec,2.4
2011Q1,2011,1,37,2011Dec,1.4
2011Q1,2011,1,38,2011Dec,2.0
2011Q1,2011,1,39,2011Dec,1.7
2011Q1,2011,1,41,2011Dec,1.8
2011Q1,2011,1,42,2011Dec,1.9
2011Q1,2011,1,47,2011Dec,1.7
2011Q1,2011,1,48,2011Dec,1.6
2011Q1,2011,1,52,2011Dec,1.5
2011Q1,2011,1,56,2011Dec,1.6190563851
2011Q1,2011,1,59,2011Dec,1.6
2011Q1,2011,1,67,2011Dec,3.5
2011Q1,2011,1,68,2011Dec,
2011Q1,2011,1,70,2011Dec,1.8
2011Q1,2011,1,73,2011Dec,2.0
2011Q1,2011,1,80,2011Dec,
2011Q1,2011,1,85,2011Dec,1.6
2011Q1,2011,1,88,2011Dec,1.9
2011Q1,2011,1,89,2011Dec,1.8
2011Q1,2011,1,90,2011Dec,1.5
2011Q1,2011,1,93,2011Dec,1.8
2011Q1,2011,1,94,2011Dec,2.1
2011Q1,2011,1,95,2011Dec,1.6825370148
2011Q1,2011,1,96,2011Dec,1.8
2011Q1,2011,1,97,2011Dec,1.8
2011Q1,2011,1,98,2011Dec,1.2
2011Q1,2011,1,99,2011Dec,1.7
2011Q1,2011,1,101,2011Dec,1.9
2011Q1,2011,1,102,2011Dec,1.3
2011Q1,2011,1,103,2011Dec,1.8
2011Q1,2011,1,104,2011Dec,1.6
2011Q1,2011,1,105,2011Dec,1.7
2011Q1,2011,1,106,2011Dec,1.9
2011Q1,2011,1,107,2011Dec,2.1
2011Q1,2011,1,109,2011Dec,1.8
2011Q1,2011,1,110,2011Dec,1.6
2011Q2,2011,2,1,2012Mar,2.0
2011Q2,2011,2,2,2012Mar,2.2
2011Q2,2011,2,3,2012Mar,2.4
2011Q2,2011,2,4,2012Mar,1.6
2011Q2,2011,2,5,2012Mar,2.2
2011Q2,2011,2,7,2012Mar,1.3
2011Q2,2011,2,8,2012Mar,2.1
2011Q2,2011,2,14,2012Mar,
2011Q2,2011,2,15,2012Mar,2.0
2011Q2,2011,2,16,2012Mar,2.4
2011Q2,2011,2,20,2012Mar,2.2
2011Q2,2011,2,22,2012Mar,1.7
2011Q2,2011,2,23,2012Mar,1.5
2011Q2,2011,2,24,2012Mar,1.6
2011Q2,2011,2,26,2012Mar,2.1
2011Q2,2011,2,29,2012Mar,1.8
2011Q2,2011,2,31,2012Mar,1.8
2011Q2,2011,2,32,2012Mar,
2011Q2,2011,2,33,2012Mar,2.3
2011Q2,2011,2,37,2012Mar,2.2
2011Q2,2011,2,39,2012Mar,1.8
2011Q2,2011,2,41,2012Mar,2.3
2011Q2,2011,2,42,2012Mar,2.0
2011Q2,2011,2,47,2012Mar,1.7
2011Q2,2011,2,48,2012Mar,1.2
2011Q2,2011,2,49,2012Mar,2.1
2011Q2,2011,2,52,2012Mar,2.2
2011Q2,2011,2,54,2012Mar,
2011Q2,2011,2,56,2012Mar,2.0
2011Q2,2011,2,57,2012Mar,
2011Q2,2011,2,67,2012Mar,
2011Q2,2011,2,68,2012Mar,
2011Q2,2011,2,70,2012Mar,2.0
2011Q2,2011,2,73,2012Mar,
2011Q2,2011,2,80,2012Mar,
2011Q2,2011,2,82,2012Mar,
2011Q2,2011,2,88,2012Mar,2.0
2011Q2,2011,2,89,2012Mar,1.8
2011Q2,2011,2,90,2012Mar,1.9
2011Q2,2011,2,93,2012Mar,2.0
2011Q2,2011,2,94,2012Mar,2.7
2011Q2,2011,2,95,2012Mar,2.2539166667
2011Q2,2011,2,96,2012Mar,1.5
2011Q2,2011,2,97,2012Mar,1.6
2011Q2,2011,2,98,2012Mar,1.3
2011Q2,2011,2,99,2012Mar,1.9
2011Q2,2011,2,101,2012Mar,2.1
2011Q2,2011,2,102,2012Mar,1.52
2011Q2,2011,2,104,2012Mar,1.8
2011Q2,2011,2,105,2012Mar,1.7
2011Q2,2011,2,106,2012Mar,2.0
2011Q2,2011,2,107,2012Mar,1.8
2011Q2,2011,2,108,2012Mar,2.2097426
2011Q2,2011,2,109,2012Mar,2.1
2011Q2,2011,2,110,2012Mar,2.4
2011Q3,2011,3,4,2012Jun,1.6
2011Q3,2011,3,5,2012Jun,2.2
2011Q3,2011,3,6,2012Jun,1.7
2011Q3,2011,3,7,2012Jun,1.5
2011Q3,2011,3,8,2012Jun,2.0
2011Q3,2011,3,14,2012Jun,2.4
2011Q3,2011,3,15,2012Jun,2.0
2011Q3,2011,3,16,2012Jun,2.1
2011Q3,2011,3,20,2012Jun,1.9
2011Q3,2011,3,23,2012Jun,1.6
2011Q3,2011,3,24,2012Jun,1.9
2011Q3,2011,3,26,2012Jun,2.1
2011Q3,2011,3,29,2012Jun,2.1
2011Q3,2011,3,30,2012Jun,1.6
2011Q3,2011,3,31,2012Jun,2.1
2011Q3,2011,3,32,2012Jun,
2011Q3,2011,3,33,2012Jun,2.0
2011Q3,2011,3,37,2012Jun,2.0
2011Q3,2011,3,38,2012Jun,1.9
2011Q3,2011,3,41,2012Jun,2.3
2011Q3,2011,3,42,2012Jun,1.9
2011Q3,2011,3,47,2012Jun,2.1
2011Q3,2011,3,48,2012Jun,1.9
2011Q3,2011,3,49,2012Jun,1.9
2011Q3,2011,3,52,2012Jun,2.3
2011Q3,2011,3,54,2012Jun,2.5
2011Q3,2011,3,56,2012Jun,1.64
2011Q3,2011,3,61,2012Jun,
2011Q3,2011,3,73,2012Jun,
2011Q3,2011,3,82,2012Jun,1.7
2011Q3,2011,3,84,2012Jun,
2011Q3,2011,3,85,2012Jun,1.7
2011Q3,2011,3,88,2012Jun,1.9
2011Q3,2011,3,89,2012Jun,1.9
2011Q3,2011,3,93,2012Jun,2.0
2011Q3,2011,3,94,2012Jun,2.5
2011Q3,2011,3,95,2012Jun,1.9894285714
2011Q3,2011,3,96,2012Jun,1.8
2011Q3,2011,3,98,2012Jun,1.5
2011Q3,2011,3,99,2012Jun,
2011Q3,2011,3,101,2012Jun,
2011Q3,2011,3,102,2012Jun,1.4
2011Q3,2011,3,104,2012Jun,1.8
2011Q3,2011,3,105,2012Jun,1.9
2011Q3,2011,3,107,2012Jun,1.6
2011Q3,2011,3,108,2012Jun,2.4369752
2011Q3,2011,3,109,2012Jun,1.9
2011Q3,2011,3,110,2012Jun,2.5
2011Q3,2011,3,111,2012Jun,
2011Q3,2011,3,112,2012Jun,1.9
2011Q4,2011,4,1,2012Sep,
2011Q4,2011,4,2,2012Sep,1.8
2011Q4,2011,4,3,2012Sep,0.5
2011Q4,2011,4,4,2012Sep,1.5
2011Q4,2011,4,5,2012Sep,2.0
2011Q4,2011,4,6,2012Sep,1.5
2011Q4,2011,4,7,2012Sep,1.5
2011Q4,2011,4,8,2012Sep,1.9
2011Q4,2011,4,14,2012Sep,1.8
2011Q4,2011,4,15,2012Sep,1.8
2011Q4,2011,4,16,2012Sep,1.8
2011Q4,2011,4,19,2012Sep,1.5
2011Q4,2011,4,20,2012Sep,1.7
2011Q4,2011,4,22,2012Sep,1.5
2011Q4,2011,4,23,2012Sep,1.4
2011Q4,2011,4,24,2012Sep,1.7
2011Q4,2011,4,26,2012Sep,1.7
2011Q4,2011,4,29,2012Sep,2.0
2011Q4,2011,4,30,2012Sep,1.1
2011Q4,2011,4,31,2012Sep,1.6
2011Q4,2011,4,32,2012Sep,
2011Q4,2011,4,33,2012Sep,2.2
2011Q4,2011,4,36,2012Sep,1.7
2011Q4,2011,4,37,2012Sep,1.7
2011Q4,2011,4,38,2012Sep,1.6
2011Q4,2011,4,39,2012Sep,1.9
2011Q4,2011,4,41,2012Sep,2.0
2011Q4,2011,4,42,2012Sep,1.8
2011Q4,2011,4,47,2012Sep,1.9
2011Q4,2011,4,48,2012Sep,1.5
2011Q4,2011,4,52,2012Sep,1.6
2011Q4,2011,4,54,2012Sep,1.6
2011Q4,2011,4,56,2012Sep,
2011Q4,2011,4,57,2012Sep,
2011Q4,2011,4,61,2012Sep,
2011Q4,2011,4,68,2012Sep,
2011Q4,2011,4,70,2012Sep,
2011Q4,2011,4,80,2012Sep,
2011Q4,2011,4,82,2012Sep,1.7
2011Q4,2011,4,84,2012Sep,
2011Q4,2011,4,85,2012Sep,1.5
2011Q4,2011,4,89,2012Sep,1.6
2011Q4,2011,4,90,2012Sep,1.0
2011Q4,2011,4,91,2012Sep,0.8
2011Q4,2011,4,92,2012Sep,1.2
2011Q4,2011,4,93,2012Sep,2.0
2011Q4,2011,4,94,2012Sep,3.0
2011Q4,2011,4,95,2012Sep,1.9294285714
2011Q4,2011,4,96,2012Sep,1.4
2011Q4,2011,4,98,2012Sep,1.2
2011Q4,2011,4,99,2012Sep,
2011Q4,2011,4,101,2012Sep,1.7
2011Q4,2011,4,102,2012Sep,1.5
2011Q4,2011,4,103,2012Sep,1.5
2011Q4,2011,4,104,2012Sep,1.5
2011Q4,2011,4,105,2012Sep,1.9
2011Q4,2011,4,106,2012Sep,1.5
2011Q4,2011,4,107,2012Sep,1.2
2011Q4,2011,4,108,2012Sep,2.04903
2011Q4,2011,4,109,2012Sep,1.45
2011Q4,2011,4,110,2012Sep,1.5
2011Q4,2011,4,111,2012Sep,
2011Q4,2011,4,112,2012Sep,1.9
2011Q4,2011,4,113,2012Sep,
2012Q1,2012,1,1,2012Dec,1.0
2012Q1,2012,1,2,2012Dec,2.2
2012Q1,2012,1,3,2012Dec,
2012Q1,2012,1,4,2012Dec,2.0
2012Q1,2012,1,5,2012Dec,1.6
2012Q1,2012,1,6,2012Dec,2.0
2012Q1,2012,1,7,2012Dec,0.9
2012Q1,2012,1,8,2012Dec,1.9
2012Q1,2012,1,14,2012Dec,2.1
2012Q1,2012,1,15,2012Dec,1.8
2012Q1,2012,1,16,2012Dec,1.8
2012Q1,2012,1,20,2012Dec,1.6
2012Q1,2012,1,22,2012Dec,1.7
2012Q1,2012,1,23,2012Dec,1.2
2012Q1,2012,1,24,2012Dec,1.8
2012Q1,2012,1,29,2012Dec,2.0
2012Q1,2012,1,30,2012Dec,0.5
2012Q1,2012,1,31,2012Dec,1.8
2012Q1,2012,1,32,2012Dec,
2012Q1,2012,1,33,2012Dec,1.8
2012Q1,2012,1,35,2012Dec,
2012Q1,2012,1,36,2012Dec,1.8
2012Q1,2012,1,37,2012Dec,2.0
2012Q1,2012,1,38,2012Dec,1.6
2012Q1,2012,1,39,2012Dec,2.0
2012Q1,2012,1,41,2012Dec,1.8
2012Q1,2012,1,47,2012Dec,2.0
2012Q1,2012,1,48,2012Dec,1.5
2012Q1,2012,1,52,2012Dec,1.5
2012Q1,2012,1,54,2012Dec,1.7
2012Q1,2012,1,57,2012Dec,
2012Q1,2012,1,67,2012Dec,
2012Q1,2012,1,68,2012Dec,
2012Q1,2012,1,70,2012Dec,1.5
2012Q1,2012,1,80,2012Dec,
2012Q1,2012,1,82,2012Dec,1.9
2012Q1,2012,1,84,2012Dec,
2012Q1,2012,1,85,2012Dec,1.54
2012Q1,2012,1,88,2012Dec,2.0
2012Q1,2012,1,89,2012Dec,1.8
2012Q1,2012,1,91,2012Dec,0.6
2012Q1,2012,1,92,2012Dec,1.5
2012Q1,2012,1,93,2012Dec,1.9
2012Q1,2012,1,94,2012Dec,3.3
2012Q1,2012,1,95,2012Dec,1.1051785714
2012Q1,2012,1,96,2012Dec,1.4
